"inventory_position","shop_domain","product_key","product_id","product_gid","Handle","product_url","collection_url","canonical_url","title_current","vendor","product_type","tags","published_at","created_at","updated_at","variant_count","image_count","first_image_url","min_price","max_price","available","source","discovery_status","processing_status","notes","discovered_at"
"1","jeminise.com","jeminise.com+autumn-cardinals-perched-above-large-sunflowers-quilt-with-cardinal-birds-9a3b408b20-9a3b408b20","8834718105799","","autumn-cardinals-perched-above-large-sunflowers-quilt-with-cardinal-birds-9a3b408b20-9a3b408b20","https://jeminise.com/products/autumn-cardinals-perched-above-large-sunflowers-quilt-with-cardinal-birds-9a3b408b20-9a3b408b20","https://jeminise.com/collections/all/products/autumn-cardinals-perched-above-large-sunflowers-quilt-with-cardinal-birds-9a3b408b20-9a3b408b20","","Autumn Cardinals Perched Above Large Sunflowers Quilt with Cardinal Birds","Jeminise","Quilt","amazon-import, amazon-parent-b0djpc8jwx, Christmas Quilt, Floral Quilt, Personalized Blanket, Quilt Set, Wildlife Quilt","2026-07-26T17:08:21-05:00","2026-07-26T15:53:08-05:00","2026-09-06T11:40:41-05:00","15","5","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/0754b2731a7ffd916d0ef8b214706e796d780fbd4ba38c8f47f27b6dcfbf352e.jpg?v=1785099190","51.90","126.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"2","jeminise.com","jeminise.com+bright-teal-yellow-softball-comforter-set-premium-sports-theme","8867219865799","","bright-teal-yellow-softball-comforter-set-premium-sports-theme","https://jeminise.com/products/bright-teal-yellow-softball-comforter-set-premium-sports-theme","https://jeminise.com/collections/all/products/bright-teal-yellow-softball-comforter-set-premium-sports-theme","","Bright Teal Yellow Softball Comforter Set – Premium Sports Theme","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0cjnfgzvk, Comforter Set, Girls Bedding, Softball Bedding, Softball Comforter, Softball Lover, Sport Theme, Sports Comforter, Teens Bedding","2026-08-20T12:05:55-05:00","2026-08-20T11:58:29-05:00","2026-09-06T11:40:41-05:00","12","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/aaac3be2edd458da15620b4b48ea0557ee8e33aa5a6ff9ed0d0db11848fd4cbe.jpg?v=1787245111","61.90","121.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"3","jeminise.com","jeminise.com+cardinals-perched-beside-decorated-christmas-tree-patchwork-winter-quilt-7cd7bc46a0-7cd7bc46a0","8834714534087","","cardinals-perched-beside-decorated-christmas-tree-patchwork-winter-quilt-7cd7bc46a0-7cd7bc46a0","https://jeminise.com/products/cardinals-perched-beside-decorated-christmas-tree-patchwork-winter-quilt-7cd7bc46a0-7cd7bc46a0","https://jeminise.com/collections/all/products/cardinals-perched-beside-decorated-christmas-tree-patchwork-winter-quilt-7cd7bc46a0-7cd7bc46a0","","Cardinals Perched Beside Decorated Christmas Tree Patchwork Winter Quilt","Jeminise","Quilt","amazon-import, amazon-parent-b0djpc8jwx, Christmas Gift, Christmas Quilt, Custom Quilt, Holiday Bedding, Quilt Set, Wildlife Quilt","2026-07-26T17:08:21-05:00","2026-07-26T15:51:47-05:00","2026-09-06T11:40:41-05:00","15","5","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/3a652bff5b2cdcf1fb571a14f08c2175d783a6106bb14665fb5861e23501a1fa.jpg?v=1785099109","51.90","126.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"4","jeminise.com","jeminise.com+cardinals-perched-on-branch-with-roses-patchwork-winter-quilt-21ac904cd7-21ac904cd7","8834733015239","","cardinals-perched-on-branch-with-roses-patchwork-winter-quilt-21ac904cd7-21ac904cd7","https://jeminise.com/products/cardinals-perched-on-branch-with-roses-patchwork-winter-quilt-21ac904cd7-21ac904cd7","https://jeminise.com/collections/all/products/cardinals-perched-on-branch-with-roses-patchwork-winter-quilt-21ac904cd7-21ac904cd7","","Cardinals Perched on Branch with Roses Patchwork Winter Quilt","Jeminise","Quilt","amazon-import, amazon-parent-b0djpc8jwx, Christmas Quilt, Custom Blanket, Quilt Set, Wildlife Quilt","2026-07-26T17:08:25-05:00","2026-07-26T15:59:32-05:00","2026-09-06T11:40:41-05:00","15","5","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/e3dd349b4f8425ce46aea21296a0670e616f15f912e8415586fd0ccdb402fadf.jpg?v=1785099574","51.90","126.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"5","jeminise.com","jeminise.com+cat-patchwork-quilt-set-animal-pattern-bedding-cat-pattern-quilt-set","8867094823111","","cat-patchwork-quilt-set-animal-pattern-bedding-cat-pattern-quilt-set","https://jeminise.com/products/cat-patchwork-quilt-set-animal-pattern-bedding-cat-pattern-quilt-set","https://jeminise.com/collections/all/products/cat-patchwork-quilt-set-animal-pattern-bedding-cat-pattern-quilt-set","","Cat Patchwork Quilt Set, Animal Pattern Bedding, Cat Pattern Quilt Set","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0dr8q4jxb, Birthday Gift, Christmas Gift, Custom Blanket, Family Blanket, Farmhouse Quilt, New Year Gift, Personalized Blanket, Quilt Set","2026-08-20T09:04:03-05:00","2026-08-20T08:47:43-05:00","2026-09-06T11:40:41-05:00","20","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/4cb58385aa64c7ba3ce5dabd48014490cd060d90ab8ef7be5d1681dbc0c68a37.jpg?v=1787233666","54.90","124.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"6","jeminise.com","jeminise.com+cat-quilt-set-cat-patchwork-style-printed-bedding-animal-patchwork","8867094986951","","cat-quilt-set-cat-patchwork-style-printed-bedding-animal-patchwork","https://jeminise.com/products/cat-quilt-set-cat-patchwork-style-printed-bedding-animal-patchwork","https://jeminise.com/collections/all/products/cat-quilt-set-cat-patchwork-style-printed-bedding-animal-patchwork","","Cat Quilt Set - Cat Patchwork Style Printed Bedding, Animal Patchwork","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0dr8q4jxb, Christmas Quilt, Custom Quilt, Dad Gift, Family Blanket, Farmhouse Quilt, Mom Gift, Personalized Quilt, Quilt Set","2026-08-20T09:04:04-05:00","2026-08-20T08:47:55-05:00","2026-09-06T11:40:41-05:00","20","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/168d48c33af74fd729615aa6c0790691ec2ec8ab000886bd93c0851b05764cb5.jpg?v=1787233678","54.90","124.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"7","jeminise.com","jeminise.com+celtic-and-fantasy-quilt-set-with-twisting-tree-trunk-and-exposed-roots-c7b1460bad-c7b1460bad","8833350467783","","celtic-and-fantasy-quilt-set-with-twisting-tree-trunk-and-exposed-roots-c7b1460bad-c7b1460bad","https://jeminise.com/products/celtic-and-fantasy-quilt-set-with-twisting-tree-trunk-and-exposed-roots-c7b1460bad-c7b1460bad","https://jeminise.com/collections/all/products/celtic-and-fantasy-quilt-set-with-twisting-tree-trunk-and-exposed-roots-c7b1460bad-c7b1460bad","","Celtic and Fantasy Quilt Set with Twisting Tree Trunk And Exposed Roots","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0dnsvy2qj, Fantasy Blankets, Personalized Blanket, Quilt Set, Tree of Life Quilt","2026-07-26T01:44:19-05:00","2026-07-26T01:29:25-05:00","2026-09-06T11:40:41-05:00","20","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/fa88df693fa60cabcd0f81ce06bcd29af56cdf7514f68810d99ef599203c821d.jpg?v=1785047367","51.90","134.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"8","jeminise.com","jeminise.com+celtic-mythology-tree-of-life-quilt-set-with-celtic-knotwork-border-12786aba7e-12786aba7e","8833347518663","","celtic-mythology-tree-of-life-quilt-set-with-celtic-knotwork-border-12786aba7e-12786aba7e","https://jeminise.com/products/celtic-mythology-tree-of-life-quilt-set-with-celtic-knotwork-border-12786aba7e-12786aba7e","https://jeminise.com/collections/all/products/celtic-mythology-tree-of-life-quilt-set-with-celtic-knotwork-border-12786aba7e-12786aba7e","","Celtic Mythology Tree of Life Quilt Set With Celtic Knotwork Border","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0dnsvy2qj, Custom Blanket, Family Blanket, Personalized Blanket, Quilt Set, Tree of Life Quilt","2026-07-26T01:44:19-05:00","2026-07-26T01:26:26-05:00","2026-09-06T11:40:41-05:00","15","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/eeee3be59c912ddfb95b556144ad283287f06b56c3797e9000aed4094e9c0f46.jpg?v=1785047188","51.90","126.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"9","jeminise.com","jeminise.com+chicken-pattern-quilt-set-animal-patchwork-farmhouse-quilt-set","8867095019719","","chicken-pattern-quilt-set-animal-patchwork-farmhouse-quilt-set","https://jeminise.com/products/chicken-pattern-quilt-set-animal-patchwork-farmhouse-quilt-set","https://jeminise.com/collections/all/products/chicken-pattern-quilt-set-animal-patchwork-farmhouse-quilt-set","","Chicken Pattern Quilt Set, Animal Patchwork Farmhouse Quilt Set","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0dr8q4jxb, Christmas Quilt, Custom Blanket, Dad Gift, Family Blanket, Farmhouse Quilt, Mom Gift, Personalized Blanket, Quilt Set","2026-08-20T09:04:05-05:00","2026-08-20T08:47:59-05:00","2026-09-06T11:40:41-05:00","20","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/df2728478e8364bc96182ba33c31dd08dcdab3758f1c26ecd4c76bcfacdeadc5.jpg?v=1787233682","54.90","124.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"10","jeminise.com","jeminise.com+christian-bedding-set-inspirational-bible-verse-comforte-design-01","8867138240711","","christian-bedding-set-inspirational-bible-verse-comforte-design-01","https://jeminise.com/products/christian-bedding-set-inspirational-bible-verse-comforte-design-01","https://jeminise.com/collections/all/products/christian-bedding-set-inspirational-bible-verse-comforte-design-01","","Christian Bedding Set – Inspirational Bible Verse Comforte - Design 01","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0fjkvs1xp, Christian & Baptism Blankets, Christian & Baptism Comforter, Comforter Set, Daughter Comforter, Faith Gift, Mom Comforter, Personalized Blanket, Sister Comforter","2026-08-20T10:05:43-05:00","2026-08-20T09:54:53-05:00","2026-09-06T11:40:41-05:00","48","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/e0fe73b713afc62cfffb3946372bff45f6aba6f1bc25f209c29052448bc1decb.jpg?v=1787237695","36.90","151.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"11","jeminise.com","jeminise.com+christian-bedding-set-inspirational-bible-verse-comforte-design-02","8867138732231","","christian-bedding-set-inspirational-bible-verse-comforte-design-02","https://jeminise.com/products/christian-bedding-set-inspirational-bible-verse-comforte-design-02","https://jeminise.com/collections/all/products/christian-bedding-set-inspirational-bible-verse-comforte-design-02","","Christian Bedding Set – Inspirational Bible Verse Comforte - Design 02","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0fjkvs1xp, Christian & Baptism Comforter, Comforter Set, Daughter Gift, Faith Gift, Mom Gift, Religious Gift, Sister Gift","2026-08-20T10:05:45-05:00","2026-08-20T09:55:33-05:00","2026-09-06T11:40:41-05:00","48","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/8f8cbae7d7dc8a5bb8d1fd9af7a3d36dfe9b26d76e6c99b9b36c2f64aeb5f0ae.jpg?v=1787237735","36.90","151.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"12","jeminise.com","jeminise.com+christian-bedding-set-inspirational-bible-verse-comforte-design-03","8867139027143","","christian-bedding-set-inspirational-bible-verse-comforte-design-03","https://jeminise.com/products/christian-bedding-set-inspirational-bible-verse-comforte-design-03","https://jeminise.com/collections/all/products/christian-bedding-set-inspirational-bible-verse-comforte-design-03","","Christian Bedding Set – Inspirational Bible Verse Comforte - Design 03","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0fjkvs1xp, Christian & Baptism Comforter, Christian Gift, Comforter Set, Daughter Comforter, Mom Comforter, Religious Gift, Sister Comforter","2026-08-20T10:05:46-05:00","2026-08-20T09:56:13-05:00","2026-09-06T11:40:41-05:00","48","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/f92da9391db0dc6b3922463b3a830c7068091ba905b6f543f5ed21537c343ff7.jpg?v=1787237775","36.90","151.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"13","jeminise.com","jeminise.com+christian-bedding-set-inspirational-bible-verse-comforte-design-04","8867139322055","","christian-bedding-set-inspirational-bible-verse-comforte-design-04","https://jeminise.com/products/christian-bedding-set-inspirational-bible-verse-comforte-design-04","https://jeminise.com/collections/all/products/christian-bedding-set-inspirational-bible-verse-comforte-design-04","","Christian Bedding Set – Inspirational Bible Verse Comforte - Design 04","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0fjkvs1xp, Christian & Baptism Comforter, Christian Gift, Comforter Set, Daughter Comforter, Faith Gift, Mom Comforter, Sister Comforter","2026-08-20T10:05:46-05:00","2026-08-20T09:56:31-05:00","2026-09-06T11:40:41-05:00","48","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/14ca1683130f1520ade50aa0650701fd1150fe4d09f367ab221b63a53783709e.jpg?v=1787237794","36.90","151.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"14","jeminise.com","jeminise.com+christian-bedding-set-inspirational-bible-verse-comforte-design-05","8867139453127","","christian-bedding-set-inspirational-bible-verse-comforte-design-05","https://jeminise.com/products/christian-bedding-set-inspirational-bible-verse-comforte-design-05","https://jeminise.com/collections/all/products/christian-bedding-set-inspirational-bible-verse-comforte-design-05","","Christian Bedding Set – Inspirational Bible Verse Comforte - Design 05","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0fjkvs1xp, Christian & Baptism Comforter, Christian Gift, Comforter Set, Daughter Comforter, Faith Gift, Mom Comforter, Religious Gift, Sister Comforter","2026-08-20T10:05:47-05:00","2026-08-20T09:56:39-05:00","2026-09-06T11:40:41-05:00","48","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/8863051f9429c76751f57504cfec521d6b6841af138c38cf4dbf60905dcd8fd5.jpg?v=1787237801","36.90","151.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"15","jeminise.com","jeminise.com+christian-bedding-set-inspirational-bible-verse-comforte-design-06","8867139584199","","christian-bedding-set-inspirational-bible-verse-comforte-design-06","https://jeminise.com/products/christian-bedding-set-inspirational-bible-verse-comforte-design-06","https://jeminise.com/collections/all/products/christian-bedding-set-inspirational-bible-verse-comforte-design-06","","Christian Bedding Set – Inspirational Bible Verse Comforte - Design 06","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0fjkvs1xp, Christian & Baptism Comforter, Comforter Set, Daughter Gift, Faith Gift, Mom Gift, Personalized Bedding, Sister Gift","2026-08-20T10:05:48-05:00","2026-08-20T09:56:44-05:00","2026-09-06T11:40:41-05:00","48","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/7d1ce2040466699184d4d34be5a513af5f29c64a38cbd8b469c68ae7253f4630.jpg?v=1787237807","36.90","151.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"16","jeminise.com","jeminise.com+christian-bedding-set-inspirational-bible-verse-comforter","8867138437319","","christian-bedding-set-inspirational-bible-verse-comforter","https://jeminise.com/products/christian-bedding-set-inspirational-bible-verse-comforter","https://jeminise.com/collections/all/products/christian-bedding-set-inspirational-bible-verse-comforter","","Christian Bedding Set – Inspirational Bible Verse Comforter","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0fjkvs1xp, Christian & Baptism Comforter, Christian Bedding, Comforter Set, Daughter Comforter, Faith Gift, Mom Comforter, Religious Gifts, Sister Comforter","2026-08-20T10:05:44-05:00","2026-08-20T09:55:14-05:00","2026-09-06T11:40:41-05:00","48","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/08e481dcf1c9bf3e7363eb63d66874dc22230e7e462b0f7ac8407a6a55b4e8e2.jpg?v=1787237716","36.90","151.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"17","jeminise.com","jeminise.com+christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-01","8867158065351","","christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-01","https://jeminise.com/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-01","https://jeminise.com/collections/all/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-01","","Christmas Bedding Quilt – Soft Microfiber Holiday Bedsprea - Design 01","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0fqvf9cr3, Christmas Gift, Christmas Quilt, Cozy Feel, Easy Care, Family Blanket, Quilt Set","2026-08-20T10:37:03-05:00","2026-08-20T10:22:22-05:00","2026-09-06T11:40:41-05:00","15","5","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/98667aa304d1cce79ae2ca099f84c182034fb8adc27fbd823eb0c5c00bd2999d.jpg?v=1787239344","56.90","116.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"18","jeminise.com","jeminise.com+christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-02","8867158130887","","christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-02","https://jeminise.com/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-02","https://jeminise.com/collections/all/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-02","","Christmas Bedding Quilt – Soft Microfiber Holiday Bedsprea - Design 02","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0fqvf9cr3, Christmas Gift, Christmas Quilt, Easy Care, Family Gift, Holiday Decor, Microfiber, Quilt Set","2026-08-20T10:37:03-05:00","2026-08-20T10:22:26-05:00","2026-09-06T11:40:41-05:00","15","5","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/57a7ce08a0f83d12377baee8b7269bba25dd26fdd9c91110fbdc7c49acd6cd46.jpg?v=1787239348","56.90","116.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"19","jeminise.com","jeminise.com+christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-03","8867158229191","","christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-03","https://jeminise.com/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-03","https://jeminise.com/collections/all/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-03","","Christmas Bedding Quilt – Soft Microfiber Holiday Bedsprea - Design 03","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0fqvf9cr3, Christmas Gift, Christmas Quilt, Family Blanket, Personalized Blanket, Quilt Set","2026-08-20T10:37:05-05:00","2026-08-20T10:22:40-05:00","2026-09-06T11:40:41-05:00","15","5","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/bbbc5063a842a4025b83691360e26a0f48bd6b628bfe51d0f66000c5bde9160f.jpg?v=1787239363","56.90","116.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"20","jeminise.com","jeminise.com+christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-04","8867158196423","","christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-04","https://jeminise.com/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-04","https://jeminise.com/collections/all/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-04","","Christmas Bedding Quilt – Soft Microfiber Holiday Bedsprea - Design 04","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0fqvf9cr3, Christmas Gift, Christmas Quilt, Cozy Quilt, Holiday Decor, Microfiber Quilt, Quilt Set","2026-08-20T10:37:04-05:00","2026-08-20T10:22:33-05:00","2026-09-06T11:40:41-05:00","15","5","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/c995fe84801c09d910dc409c0566ec9afe487b8804ac002dd8b540abd448435d.jpg?v=1787239355","56.90","116.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"21","jeminise.com","jeminise.com+christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-05","8867157835975","","christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-05","https://jeminise.com/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-05","https://jeminise.com/collections/all/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-05","","Christmas Bedding Quilt – Soft Microfiber Holiday Bedsprea - Design 05","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0fqvf9cr3, Christmas Gift, Christmas Quilt, Holiday Decor, Quilt Set","2026-08-20T10:37:00-05:00","2026-08-20T10:21:41-05:00","2026-09-06T11:40:41-05:00","15","5","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/7db6811c66637965300a2e7b9c74cbf013694f223ecb0c00a52fba2970fa6e22.jpg?v=1787239304","56.90","116.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"22","jeminise.com","jeminise.com+christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-06","8867157868743","","christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-06","https://jeminise.com/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-06","https://jeminise.com/collections/all/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-06","","Christmas Bedding Quilt – Soft Microfiber Holiday Bedsprea - Design 06","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0fqvf9cr3, Christmas Gift, Christmas Quilt, Cozy Feel, Easy Care, Family Blanket, Quilt Set","2026-08-20T10:37:01-05:00","2026-08-20T10:22:05-05:00","2026-09-06T11:40:41-05:00","15","5","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/72e69cf5279e1503866df817e765ec4b9528ac9d374090ff6a383b64dc802f0f.jpg?v=1787239327","56.90","116.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"23","jeminise.com","jeminise.com+christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-08","8867157999815","","christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-08","https://jeminise.com/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-08","https://jeminise.com/collections/all/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-08","","Christmas Bedding Quilt – Soft Microfiber Holiday Bedsprea - Design 08","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0fqvf9cr3, Christmas Gift, Christmas Quilt, Quilt Set","2026-08-20T10:37:02-05:00","2026-08-20T10:22:14-05:00","2026-09-06T11:40:41-05:00","15","5","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/46ac5bc18554d3c8eef4fcfd803278c3caa3d66a0c5dad038cb8e03d55416938.jpg?v=1787239336","56.90","116.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"24","jeminise.com","jeminise.com+christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-09","8867158393031","","christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-09","https://jeminise.com/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-09","https://jeminise.com/collections/all/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-09","","Christmas Bedding Quilt – Soft Microfiber Holiday Bedsprea - Design 09","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0fqvf9cr3, Christmas Blanket, Christmas Gift, Christmas Quilt, Family Gift, Quilt Set","2026-08-20T10:37:07-05:00","2026-08-20T10:22:57-05:00","2026-09-06T11:40:41-05:00","15","5","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/d2bc26d7e0a1539757ff02234b818258378a4fed938876959c8d6c2a9252ab74.jpg?v=1787239380","56.90","116.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"25","jeminise.com","jeminise.com+christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-10","8867157737671","","christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-10","https://jeminise.com/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-10","https://jeminise.com/collections/all/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-10","","Christmas Bedding Quilt – Soft Microfiber Holiday Bedsprea - Design 10","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0fqvf9cr3, Christmas Gift, Christmas Quilt, Cozy Comfort, Easy Care, Quilt Set, Seasonal Decor","2026-08-20T10:36:59-05:00","2026-08-20T10:21:30-05:00","2026-09-06T11:40:41-05:00","15","5","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/c9012211f4a80fc29b04e6c36a6d06286d3bcd99481ba14bb0f48bbd8dc22628.jpg?v=1787239292","56.90","116.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"26","jeminise.com","jeminise.com+christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-11","8867158261959","","christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-11","https://jeminise.com/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-11","https://jeminise.com/collections/all/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-11","","Christmas Bedding Quilt – Soft Microfiber Holiday Bedsprea - Design 11","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0fqvf9cr3, Christmas Blanket, Christmas Gift, Christmas Quilt, Quilt Set, Thoughtful Gift","2026-08-20T10:37:06-05:00","2026-08-20T10:22:46-05:00","2026-09-06T11:40:41-05:00","15","5","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/cfd15964c5a578a0d72eca69fce5d3b6e69d208ab70ee89a4fecaa6fc490d6dc.jpg?v=1787239369","56.90","116.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
