"inventory_position","shop_domain","product_key","product_id","product_gid","Handle","product_url","collection_url","canonical_url","title_current","vendor","product_type","tags","published_at","created_at","updated_at","variant_count","image_count","first_image_url","min_price","max_price","available","source","discovery_status","processing_status","notes","discovered_at"
"92","jeminise.com","jeminise.com+custom-neon-green-soccer-player-artwork-comforter-set-boys-room-decor","8860498821319","","custom-neon-green-soccer-player-artwork-comforter-set-boys-room-decor","https://jeminise.com/products/custom-neon-green-soccer-player-artwork-comforter-set-boys-room-decor","https://jeminise.com/collections/all/products/custom-neon-green-soccer-player-artwork-comforter-set-boys-room-decor","","Custom Neon Green Soccer Player Artwork Comforter Set, Boys Room Decor","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0d4zcfbwm, Boys Room, Comforter Set, Custom Comforter, Personalized Comforter, Soccer Comforter, Soccer Fan, Sports Comforter","2026-08-13T03:57:14-05:00","2026-08-13T03:50:24-05:00","2026-09-06T11:40:41-05:00","48","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/6b80b75d568cdee15c272e946d98348d480efd2a5cea1cacdb69246b74474091.jpg?v=1786611026","41.90","156.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"93","jeminise.com","jeminise.com+custom-patriotic-semi-truck-on-american-flag-background-comforter-e664ba94f8-e664ba94f8","8835550806215","","custom-patriotic-semi-truck-on-american-flag-background-comforter-e664ba94f8-e664ba94f8","https://jeminise.com/products/custom-patriotic-semi-truck-on-american-flag-background-comforter-e664ba94f8-e664ba94f8","https://jeminise.com/collections/all/products/custom-patriotic-semi-truck-on-american-flag-background-comforter-e664ba94f8-e664ba94f8","","Custom Patriotic Semi Truck on American Flag Background Comforter","Jeminise","Comforter","amazon-import, amazon-parent-b0ds43sc11, Comforter Set, Custom Blanket, Personalized Blanket, Sports Comforter","2026-07-27T01:41:41-05:00","2026-07-27T01:06:17-05:00","2026-09-06T11:40:41-05:00","48","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/fe1412d885785c85792b6280a515d4da148939773f52cad28a9077b41519bca7.jpg?v=1785132379","36.90","151.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"94","jeminise.com","jeminise.com+custom-patriotic-semi-truck-with-waving-american-flag-comforter-e01f2755b2-e01f2755b2","8835554541767","","custom-patriotic-semi-truck-with-waving-american-flag-comforter-e01f2755b2-e01f2755b2","https://jeminise.com/products/custom-patriotic-semi-truck-with-waving-american-flag-comforter-e01f2755b2-e01f2755b2","https://jeminise.com/collections/all/products/custom-patriotic-semi-truck-with-waving-american-flag-comforter-e01f2755b2-e01f2755b2","","Custom Patriotic Semi Truck with Waving American Flag Comforter","Jeminise","Comforter","amazon-import, amazon-parent-b0ds43sc11, Comforter Set, Couples & Family Blankets, Custom Blanket, Personalized Blanket, Trucker Comforter","2026-07-27T01:41:46-05:00","2026-07-27T01:17:33-05:00","2026-09-06T11:40:41-05:00","48","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/fff7fb3607171e550328ca23a57753cdd5e34bd84e9bc6ddf3d658e8b386e971.jpg?v=1785133056","36.90","151.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"95","jeminise.com","jeminise.com+custom-patriotic-trucking-semi-truck-below-waving-american-flag-comforter-05c0cd8623-05c0cd8623","8835554246855","","custom-patriotic-trucking-semi-truck-below-waving-american-flag-comforter-05c0cd8623-05c0cd8623","https://jeminise.com/products/custom-patriotic-trucking-semi-truck-below-waving-american-flag-comforter-05c0cd8623-05c0cd8623","https://jeminise.com/collections/all/products/custom-patriotic-trucking-semi-truck-below-waving-american-flag-comforter-05c0cd8623-05c0cd8623","","Custom Patriotic Trucking Semi Truck Below Waving American Flag Comforter","Jeminise","Comforter","amazon-import, amazon-parent-b0ds43sc11, Comforter Set, Custom Blanket, Personalized Blanket, Sports Comforter","2026-07-27T01:41:45-05:00","2026-07-27T01:15:03-05:00","2026-09-06T11:40:41-05:00","48","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/2ade86cd5ab3acf0f2e78f8ceab6ed08c167347de0f532b69f287d8356e45ef3.jpg?v=1785132905","36.90","151.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"96","jeminise.com","jeminise.com+custom-photo-quilt-bicycle-flowers-07e2c6fca1-07e2c6fca1","8834787442887","","custom-photo-quilt-bicycle-flowers-07e2c6fca1-07e2c6fca1","https://jeminise.com/products/custom-photo-quilt-bicycle-flowers-07e2c6fca1-07e2c6fca1","https://jeminise.com/collections/all/products/custom-photo-quilt-bicycle-flowers-07e2c6fca1-07e2c6fca1","","Custom Photo Quilt with Bicycle and Flowers","Jeminise","Quilt","amazon-import, amazon-parent-b0djy5ywty, Christmas Quilt, Custom Blanket, Family Blanket, Family Gift, Personalized Blanket, Quilt","2026-07-26T17:08:42-05:00","2026-07-26T17:02:31-05:00","2026-09-06T11:40:41-05:00","15","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/d642de2fc85572ce4b3843164c4a712bf96852e46789ec09b81e744bdf123b1d.jpg?v=1785103353","51.90","111.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"97","jeminise.com","jeminise.com+custom-purple-butterflies-text-blanket-machine-washable-d7b","8860137160903","","custom-purple-butterflies-text-blanket-machine-washable-d7b","https://jeminise.com/products/custom-purple-butterflies-text-blanket-machine-washable-d7b","https://jeminise.com/collections/all/products/custom-purple-butterflies-text-blanket-machine-washable-d7b","","Custom Purple Butterflies Text Blanket, Machine Washable - D7b","Jeminise","Blanket","amazon-import, amazon-parent-b0g5ppbxw5, Blanket, Christian & Baptism Blankets, Custom Blanket, Daughter Blanket, Grandma Blanket, Inspirational Gift, Mom Blanket, Personalized Blanket","2026-08-13T00:06:09-05:00","2026-08-12T23:56:06-05:00","2026-09-06T11:40:41-05:00","8","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/b6cd34a72d72c728bb3299f3d4da788ca922c473d8c779016ce727043a3c3398.jpg?v=1786596968","26.90","76.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"98","jeminise.com","jeminise.com+custom-purple-butterfly-christian-blanket-machine-washable-d15","8860096954567","","custom-purple-butterfly-christian-blanket-machine-washable-d15","https://jeminise.com/products/custom-purple-butterfly-christian-blanket-machine-washable-d15","https://jeminise.com/collections/all/products/custom-purple-butterfly-christian-blanket-machine-washable-d15","","Custom Purple Butterfly Christian Blanket, Machine Washable - D15","Jeminise","Blanket","amazon-import, amazon-parent-b0g5ppbxw5, Blanket, Christian & Baptism Blankets, Christian & Baptism Comforter, Custom Blanket, Daughter Blanket, Grandma Blanket, Mom Blanket, Personalized Blanket","2026-08-13T00:05:58-05:00","2026-08-12T23:45:42-05:00","2026-09-06T11:40:41-05:00","8","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/b0d49dab17c6bdcc632b9ef24f12d0fb5113a83ac744ae5538fe6133d8649026.jpg?v=1786596344","26.90","76.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"99","jeminise.com","jeminise.com+custom-purple-floral-christian-cross-blanket-machine-washable-d2","8860106883271","","custom-purple-floral-christian-cross-blanket-machine-washable-d2","https://jeminise.com/products/custom-purple-floral-christian-cross-blanket-machine-washable-d2","https://jeminise.com/collections/all/products/custom-purple-floral-christian-cross-blanket-machine-washable-d2","","Custom Purple Floral Christian Cross Blanket, Machine Washable - D2","Jeminise","Blanket","amazon-import, amazon-parent-b0g5ppbxw5, Blanket, Christian & Baptism Blankets, Christian Gift, Custom Blanket, Daughter Blanket, Grandma Blanket, Mom Blanket, Personalized Blanket","2026-08-13T00:06:02-05:00","2026-08-12T23:47:44-05:00","2026-09-06T11:40:41-05:00","8","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/1e3ef58d63b3b377403c7baa0c39f0aaca49df18a0c49d7048c441975452b123.jpg?v=1786596467","26.90","76.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"100","jeminise.com","jeminise.com+custom-purple-floral-cross-with-butterflies-blanket-machi-design-14","8860127658183","","custom-purple-floral-cross-with-butterflies-blanket-machi-design-14","https://jeminise.com/products/custom-purple-floral-cross-with-butterflies-blanket-machi-design-14","https://jeminise.com/collections/all/products/custom-purple-floral-cross-with-butterflies-blanket-machi-design-14","","Custom Purple Floral Cross with Butterflies Blanket, Machi - Design 14","Jeminise","Blanket","amazon-import, amazon-parent-b0g5ppbxw5, Blanket, Christian & Baptism Blankets, Christian & Baptism Comforter, Custom Blanket, Personalized Blanket, Religious Gifts","2026-08-13T00:06:06-05:00","2026-08-12T23:52:58-05:00","2026-09-06T11:40:41-05:00","8","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/3d80b7de7d1f734e2ecfc7968366600fbdbd5ea5fa3c36401da4183fc73403f1.jpg?v=1786596780","26.90","76.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"101","jeminise.com","jeminise.com+custom-semi-truck-with-american-flag-background-comforter-104ae45e5d-104ae45e5d","8835552673991","","custom-semi-truck-with-american-flag-background-comforter-104ae45e5d-104ae45e5d","https://jeminise.com/products/custom-semi-truck-with-american-flag-background-comforter-104ae45e5d-104ae45e5d","https://jeminise.com/collections/all/products/custom-semi-truck-with-american-flag-background-comforter-104ae45e5d-104ae45e5d","","Custom Semi Truck with American Flag Background Comforter","Jeminise","Comforter","amazon-import, amazon-parent-b0ds43sc11, Comforter Set, Custom Blanket, Personalized Blanket, Sister Gift, Sports Comforter","2026-07-27T01:41:42-05:00","2026-07-27T01:08:26-05:00","2026-09-06T11:40:41-05:00","48","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/3b328383c995be54509b263af54b728aa2e6ffd82467fcae85efb7a7bbc8bbe9.jpg?v=1785132509","36.90","151.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"102","jeminise.com","jeminise.com+custom-soccer-ball-cleats-personalized-comforter-set-machine-washable","8860499083463","","custom-soccer-ball-cleats-personalized-comforter-set-machine-washable","https://jeminise.com/products/custom-soccer-ball-cleats-personalized-comforter-set-machine-washable","https://jeminise.com/collections/all/products/custom-soccer-ball-cleats-personalized-comforter-set-machine-washable","","Custom Soccer Ball Cleats Personalized Comforter Set, Machine Washable","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0d4zcfbwm, Boys Room, Comforter Set, Custom Blanket, Personalized Blanket, Soccer Bedding, Soccer Fan, Sports Comforter","2026-08-13T03:57:16-05:00","2026-08-13T03:50:43-05:00","2026-09-06T11:40:41-05:00","48","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/3afc018e90ed49ef925c143f160e13a00ecff6c51398c938910988b9aa62eee5.jpg?v=1786611045","41.90","156.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"103","jeminise.com","jeminise.com+custom-soccer-ball-goal-net-comforter-set-machine-washabl-design-13","8860498297031","","custom-soccer-ball-goal-net-comforter-set-machine-washabl-design-13","https://jeminise.com/products/custom-soccer-ball-goal-net-comforter-set-machine-washabl-design-13","https://jeminise.com/collections/all/products/custom-soccer-ball-goal-net-comforter-set-machine-washabl-design-13","","Custom Soccer Ball Goal Net Comforter Set, Machine Washabl - Design 13","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0d4zcfbwm, Boys Room Decor, Comforter Set, Custom Blanket, Personalized Blanket, Soccer Comforter, Soccer Fan Gift, Sports Comforter","2026-08-13T03:57:12-05:00","2026-08-13T03:49:55-05:00","2026-09-06T11:40:41-05:00","48","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/e40fbf151dd4e744c6057704570d5d6266da44452209f9c566b1d299ec7ec161.jpg?v=1786610997","41.90","156.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"104","jeminise.com","jeminise.com+custom-soccer-ball-goal-personalized-bedding-comforter-set-a4","8860497674439","","custom-soccer-ball-goal-personalized-bedding-comforter-set-a4","https://jeminise.com/products/custom-soccer-ball-goal-personalized-bedding-comforter-set-a4","https://jeminise.com/collections/all/products/custom-soccer-ball-goal-personalized-bedding-comforter-set-a4","","Custom Soccer Ball Goal Personalized Bedding Comforter Set - A4","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0d4zcfbwm, Boys Room Decor, Comforter Set, Personalized Blanket, Soccer Bedding, Soccer Fan, Sports Comforter","2026-08-13T03:57:08-05:00","2026-08-13T03:49:14-05:00","2026-09-06T11:40:41-05:00","48","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/c8002c1036e987b59bab3d14d64dda24c6dd83936cf1089df50345790d2ab310.jpg?v=1786610956","41.90","156.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"105","jeminise.com","jeminise.com+custom-soccer-ball-net-comforter-set-machine-washable-a2","8860497608903","","custom-soccer-ball-net-comforter-set-machine-washable-a2","https://jeminise.com/products/custom-soccer-ball-net-comforter-set-machine-washable-a2","https://jeminise.com/collections/all/products/custom-soccer-ball-net-comforter-set-machine-washable-a2","","Custom Soccer Ball Net Comforter Set, Machine Washable - A2","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0d4zcfbwm, Boys Room, Comforter Set, Custom Blanket, Personalized Blanket, Soccer, Sports Comforter","2026-08-13T03:57:08-05:00","2026-08-13T03:49:10-05:00","2026-09-06T11:40:41-05:00","48","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/82333601a7ee5503b2c8e1c2000337833e2c7d844138e0b4a3807c18149eb399.jpg?v=1786610952","36.90","151.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"106","jeminise.com","jeminise.com+custom-soccer-ball-water-splashes-comforter-set-machine-washable","8860497936583","","custom-soccer-ball-water-splashes-comforter-set-machine-washable","https://jeminise.com/products/custom-soccer-ball-water-splashes-comforter-set-machine-washable","https://jeminise.com/collections/all/products/custom-soccer-ball-water-splashes-comforter-set-machine-washable","","Custom Soccer Ball Water Splashes Comforter Set, Machine Washable","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0d4zcfbwm, Boys Room, Comforter Set, Custom Blanket, Personalized Blanket, Soccer Bedding, Soccer Fan, Sports Comforter","2026-08-13T03:57:10-05:00","2026-08-13T03:49:29-05:00","2026-09-06T11:40:41-05:00","48","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/f55864bd923cfb841eb33123844bd7bddec61cb2871b60e8b3599cfa4e4987d1.jpg?v=1786610971","41.90","156.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"107","jeminise.com","jeminise.com+custom-soccer-ball-with-lightning-splash-comforter-set-a11","8860498428103","","custom-soccer-ball-with-lightning-splash-comforter-set-a11","https://jeminise.com/products/custom-soccer-ball-with-lightning-splash-comforter-set-a11","https://jeminise.com/collections/all/products/custom-soccer-ball-with-lightning-splash-comforter-set-a11","","Custom Soccer Ball with Lightning Splash Comforter Set - A11","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0d4zcfbwm, Boys Room, Comforter Set, Custom Comforter, Personalized Comforter, Soccer Fan, Sports Comforter, Sporty Gift","2026-08-13T03:57:12-05:00","2026-08-13T03:50:03-05:00","2026-09-06T11:40:41-05:00","48","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/99c0337aa1a903214fd6d8c8bd8e26623ae3840aacc91fae513643a9bb227f75.jpg?v=1786611005","41.90","156.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"108","jeminise.com","jeminise.com+custom-soccer-ball-with-number-07-comforter-set-machine-w-design-17","8860499050695","","custom-soccer-ball-with-number-07-comforter-set-machine-w-design-17","https://jeminise.com/products/custom-soccer-ball-with-number-07-comforter-set-machine-w-design-17","https://jeminise.com/collections/all/products/custom-soccer-ball-with-number-07-comforter-set-machine-w-design-17","","Custom Soccer Ball with Number 07 Comforter Set, Machine W - Design 17","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0d4zcfbwm, Comforter Set, Custom Blanket, Personalized Blanket, Soccer, Sports Comforter","2026-08-13T03:57:16-05:00","2026-08-13T03:50:41-05:00","2026-09-06T11:40:41-05:00","48","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/91bf412567430222fd923eb6025e10f4826c9605c89111734a5f062094f92ef4.jpg?v=1786611043","41.90","156.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"109","jeminise.com","jeminise.com+custom-soccer-goal-splash-bedding-comforter-set-machine-washable","8860499148999","","custom-soccer-goal-splash-bedding-comforter-set-machine-washable","https://jeminise.com/products/custom-soccer-goal-splash-bedding-comforter-set-machine-washable","https://jeminise.com/collections/all/products/custom-soccer-goal-splash-bedding-comforter-set-machine-washable","","Custom Soccer Goal Splash Bedding Comforter Set, Machine Washable","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0d4zcfbwm, Boys Room, Comforter Set, Custom Comforter, Personalized Comforter, Soccer, Sports Comforter","2026-08-13T03:57:17-05:00","2026-08-13T03:50:46-05:00","2026-09-06T11:40:41-05:00","48","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/a548b7a12b46780de719980f5aebe8bad1e9ad2c7c30734bccbfe2dcfe856d73.jpg?v=1786611048","41.90","156.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"110","jeminise.com","jeminise.com+custom-soccer-net-with-number-07-comforter-set-machine-washable-a7","8860498591943","","custom-soccer-net-with-number-07-comforter-set-machine-washable-a7","https://jeminise.com/products/custom-soccer-net-with-number-07-comforter-set-machine-washable-a7","https://jeminise.com/collections/all/products/custom-soccer-net-with-number-07-comforter-set-machine-washable-a7","","Custom Soccer Net with Number 07 Comforter Set, Machine Washable - A7","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0d4zcfbwm, Boys Room, Comforter Set, Custom Blanket, Personalized Blanket, Soccer, Sports Comforter","2026-08-13T03:57:14-05:00","2026-08-13T03:50:10-05:00","2026-09-06T11:40:41-05:00","48","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/d5eff6ecbe959bbbb3957e92b28382391b5f27c8e5b7675c96fce64707e4f0e4.jpg?v=1786611012","41.90","156.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"111","jeminise.com","jeminise.com+custom-soccer-player-custom-name-number-comforter-set-boys-room-decor","8860497772743","","custom-soccer-player-custom-name-number-comforter-set-boys-room-decor","https://jeminise.com/products/custom-soccer-player-custom-name-number-comforter-set-boys-room-decor","https://jeminise.com/collections/all/products/custom-soccer-player-custom-name-number-comforter-set-boys-room-decor","","Custom Soccer Player Custom Name Number Comforter Set, Boys Room Decor","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0d4zcfbwm, Boys, Comforter Set, Custom Blanket, Personalized Blanket, Soccer, Sports Comforter","2026-08-13T03:57:09-05:00","2026-08-13T03:49:21-05:00","2026-09-06T11:40:41-05:00","48","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/5adf8a31ec40a642bf000b375eae5c3554de48282390af23cc541bb382906122.jpg?v=1786610963","41.90","156.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"112","jeminise.com","jeminise.com+custom-soccer-player-goal-comforter-set-machine-washable-design-8","8860498198727","","custom-soccer-player-goal-comforter-set-machine-washable-design-8","https://jeminise.com/products/custom-soccer-player-goal-comforter-set-machine-washable-design-8","https://jeminise.com/collections/all/products/custom-soccer-player-goal-comforter-set-machine-washable-design-8","","Custom Soccer Player Goal Comforter Set, Machine Washable - Design 8","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0d4zcfbwm, Boys Room Decor, Comforter Set, Custom Comforter, Personalized Comforter, Soccer, Sports Comforter","2026-08-13T03:57:11-05:00","2026-08-13T03:49:50-05:00","2026-09-06T11:40:41-05:00","48","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/dbac2843c8a7d91826da156c117202b53acf9c74a9ac57f9a5155ff0ee41d541.jpg?v=1786610992","41.90","156.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"113","jeminise.com","jeminise.com+custom-soccer-player-paint-splatter-comforter-set-machine-washable","8860498133191","","custom-soccer-player-paint-splatter-comforter-set-machine-washable","https://jeminise.com/products/custom-soccer-player-paint-splatter-comforter-set-machine-washable","https://jeminise.com/collections/all/products/custom-soccer-player-paint-splatter-comforter-set-machine-washable","","Custom Soccer Player Paint Splatter Comforter Set, Machine Washable","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0d4zcfbwm, Boys Room, Comforter Set, Custom Blanket, Personalized Blanket, Soccer, Sports Comforter","2026-08-13T03:57:11-05:00","2026-08-13T03:49:44-05:00","2026-09-06T11:40:41-05:00","48","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/6af2c2171c76e387dd360630309e9c195302a9f62c2ab3fdf7aee54b1b973c58.jpg?v=1786610986","41.90","156.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"114","jeminise.com","jeminise.com+custom-softball-comforter-set-for-girls-personalized-name-number","8867220553927","","custom-softball-comforter-set-for-girls-personalized-name-number","https://jeminise.com/products/custom-softball-comforter-set-for-girls-personalized-name-number","https://jeminise.com/collections/all/products/custom-softball-comforter-set-for-girls-personalized-name-number","","Custom Softball Comforter Set for Girls – Personalized Name & Number","Jeminise","Comforter Sets","amazon-import, amazon-parent-b0cjnfgzvk, Comforter Set, Custom Comforter, Personalized Comforter, Softball Comforter, Sport Gift, Sports Comforter","2026-08-20T12:05:58-05:00","2026-08-20T11:58:58-05:00","2026-09-06T11:40:41-05:00","12","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/600dadc90f458b75b98e518bc082e027f8f4c6f51c7590c33f32d1c009501470.jpg?v=1787245141","61.90","121.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"115","jeminise.com","jeminise.com+custom-sports-and-patriotism-football-on-american-flag-background-comforter-510823ee16-510823ee16","8834771779783","","custom-sports-and-patriotism-football-on-american-flag-background-comforter-510823ee16-510823ee16","https://jeminise.com/products/custom-sports-and-patriotism-football-on-american-flag-background-comforter-510823ee16-510823ee16","https://jeminise.com/collections/all/products/custom-sports-and-patriotism-football-on-american-flag-background-comforter-510823ee16-510823ee16","","Custom Sports and Patriotism Football on American Flag Background Comforter","Jeminise","Comforter","amazon-import, amazon-parent-b0drycbrpp, Comforter Set, Custom Blanket, Family Blanket, Personalized Blanket, Sports Comforter","2026-07-26T17:08:40-05:00","2026-07-26T16:42:48-05:00","2026-09-06T11:40:41-05:00","48","6","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/29aa43c7b8307f34ac5d513cc57e1a002e1614f6867312a28dbfcab34d8673d2.jpg?v=1785102170","36.90","151.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"116","jeminise.com","jeminise.com+custom-transportation-semi-truck-on-geometric-background-comforter-284b7a6d0a-284b7a6d0a","8835553001671","","custom-transportation-semi-truck-on-geometric-background-comforter-284b7a6d0a-284b7a6d0a","https://jeminise.com/products/custom-transportation-semi-truck-on-geometric-background-comforter-284b7a6d0a-284b7a6d0a","https://jeminise.com/collections/all/products/custom-transportation-semi-truck-on-geometric-background-comforter-284b7a6d0a-284b7a6d0a","","Custom Transportation Semi Truck on Geometric Background Comforter","Jeminise","Comforter","amazon-import, amazon-parent-b0ds43sc11, Comforter Set, Custom Blanket, Custom Options, Personalized Blanket, Sports Comforter","2026-07-27T01:41:43-05:00","2026-07-27T01:11:08-05:00","2026-09-06T11:40:41-05:00","48","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/e3cffbf07b04b7b1cfee06af43599e83f9be56de600af46f5316f032dc99acf2.jpg?v=1785132670","36.90","151.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"117","jeminise.com","jeminise.com+custom-tree-of-life-quilt-set-yggdrasil-bedding-97b4844050-97b4844050","8833356955847","","custom-tree-of-life-quilt-set-yggdrasil-bedding-97b4844050-97b4844050","https://jeminise.com/products/custom-tree-of-life-quilt-set-yggdrasil-bedding-97b4844050-97b4844050","https://jeminise.com/collections/all/products/custom-tree-of-life-quilt-set-yggdrasil-bedding-97b4844050-97b4844050","","Custom Tree of Life Quilt Set Celtic Yggdrasil Bedding","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0dnsvy2qj, Custom Blanket, Family Blanket, Personalized Blanket, Quilt Set, Tree of Life Quilt","2026-07-26T01:44:21-05:00","2026-07-26T01:37:13-05:00","2026-09-06T11:40:41-05:00","15","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/c444b502770c42ad4e54006a6da35b08abb6b8561de0b40bd0ad194fe3a3b7cc.jpg?v=1785047836","51.90","126.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"118","jeminise.com","jeminise.com+custom-tree-of-life-quilt-set-yggdrasil-bedding-0038a4731b-0038a4731b","8833357742279","","custom-tree-of-life-quilt-set-yggdrasil-bedding-0038a4731b-0038a4731b","https://jeminise.com/products/custom-tree-of-life-quilt-set-yggdrasil-bedding-0038a4731b-0038a4731b","https://jeminise.com/collections/all/products/custom-tree-of-life-quilt-set-yggdrasil-bedding-0038a4731b-0038a4731b","","Custom Tree of Life Quilt Set Celtic Yggdrasil Bedding for Bedroom Decor","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0dnsvy2qj, Custom Quilt, Gift Quilt, Home Decor, Personalized Bedding, Quilt Set, Tree of Life Quilt","2026-07-26T01:44:21-05:00","2026-07-26T01:38:27-05:00","2026-09-06T11:40:41-05:00","15","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/817e5ae89679a4e71582c6a358cd1fae8cb3daffbe7572ba4b64a510289666d1.jpg?v=1785047909","51.90","126.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
